date,rank,song,artist
2000-01-17,1,I Knew I Loved You,Savage Garden
2000-01-22,1,Blue,Eiffel 65
2000-01-24,1,What a Girl Wants,Christina Aguilera
2000-01-29,1,Faded,soulDecision featuring Thrust
2000-01-31,1,I Knew I Loved You,Savage Garden
2000-02-05,1,Faded,soulDecision featuring Thrust
2000-02-07,1,I Knew I Loved You,Savage Garden
2000-02-12,1,Faded,soulDecision featuring Thrust
2000-02-14,1,What a Girl Wants,Christina Aguilera
2000-02-19,1,Faded,soulDecision featuring Thrust
2000-02-21,1,What a Girl Wants,Christina Aguilera
2000-02-26,1,Go Let It Out,Oasis
2000-02-28,1,Show Me the Meaning of Being Lonely,Backstreet Boys
2000-03-04,1,Faded,soulDecision featuring Thrust
2000-03-06,1,Show Me the Meaning of Being Lonely,Backstreet Boys
2000-03-11,1,Bye Bye Bye,NSYNC
2000-03-13,1,Faded,soulDecision featuring Thrust
2000-03-18,1,American Pie,Madonna
2000-03-20,1,Bye Bye Bye,NSYNC
2000-03-25,1,American Pie,Madonna
2000-03-27,1,Never Let You Go,Third Eye Blind
2000-04-01,1,American Pie,Madonna
2000-04-03,1,Never Let You Go,Third Eye Blind
2000-04-08,1,American Pie,Madonna
2000-04-10,1,Never Let You Go,Third Eye Blind
2000-04-15,1,American Pie,Madonna
2000-04-17,1,Maria Maria,Santana featuring The Product G&B
2000-04-22,1,This Time Around,Hanson
2000-04-24,1,It Feels So Good,Sonique
2000-04-29,1,American Pie,Madonna
2000-05-01,1,It Feels So Good,Sonique
