date,rank,film
2019-02-10,1,Orang Kaya Baru
2019-02-10,1,The Wandering Earth
2019-02-10,1,How to Train Your Dragon: The Hidden World
2019-02-10,1,The Mule
2019-02-10,1,Serial  Weddings 2
2019-02-10,1,The Lego Movie 2: The Second Part
2019-02-10,1,Green Book
2019-02-10,1,Extreme Job †
2019-02-17,1,Serial  Weddings 2
2019-02-17,1,How to Train Your Dragon: The Hidden World
2019-02-17,1,Extreme Job †
2019-02-17,1,The Wandering Earth
2019-02-17,1,Alita: Battle Angel
2019-02-17,1,"Oh, Ramona!"
2019-02-17,1,Satu Suro
2019-02-17,1,Friend Zone
2019-02-17,1,When Mom Is Away
2019-02-24,1,Happy Death Day 2U
2019-02-24,1,Svaha: The Sixth Finger
2019-02-24,1,Cold Pursuit
2019-02-24,1,Foxtrot Six
2019-02-24,1,Alita: Battle Angel
2019-02-24,1,Pee Nak
2019-02-24,1,Serial  Weddings 2
2019-02-24,1,How to Train Your Dragon: The Hidden World
2019-02-24,1,When Mom Is Away
2019-02-24,1,"Oh, Ramona!"
2019-03-03,1,Escape Room
2019-03-03,1,Cold Pursuit
2019-03-03,1,Happy Death Day 2U
2019-03-03,1,A Resistance
2019-03-03,1,Serial  Weddings 2
2019-03-03,1,A Dog's Way Home
2019-03-03,1,Cinderela Pop
2019-03-03,1,Dilan 1991
2019-03-03,1,Pee Nak
2019-03-03,1,How to Train Your Dragon: The Hidden World
2019-03-03,1,Alita: Battle Angel
2019-03-03,1,What Men Want
2019-03-03,1,Dragon Ball Super: Broly
2019-03-05,1,Green Book
2019-03-10,1,A Dog's Way Home
2019-03-10,1,Captain Marvel
2019-03-13,1,Captain Marvel
2019-03-17,1,How to Train Your Dragon: The Hidden World
2019-03-17,1,Captain Marvel
2019-03-17,1,More than Blue
2019-03-24,1,Five Feet Apart
2019-03-24,1,More than Blue
2019-03-24,1,Us
2019-03-24,1,Captain Marvel
2019-03-24,1,Money
2019-03-24,1,Pain and Glory
2019-03-27,1,Captain Marvel
2019-03-31,1,Us
2019-03-31,1,My Stupid Boss 2
2019-03-31,1,Song of Youth
2019-03-31,1,Captain Marvel
2019-03-31,1,Dumbo
2019-04-07,1,Five Feet Apart
2019-04-07,1,Shazam!
2019-04-07,1,P Storm
2019-04-07,1,Dumbo
2019-04-07,1,Serial  Weddings 2
2019-04-14,1,I Can Quit Whenever I Want
2019-04-14,1,Tanguy Is Back
2019-04-14,1,Shazam!
2019-04-14,1,Dumbo
2019-04-14,1,Birthday
2019-04-14,1,My Stupid Boss 2
2019-04-14,1,P Storm
2019-04-14,1,Hellboy
2019-04-14,1,No Manches Frida 2
2019-04-14,1,After
2019-04-14,1,The Curse of La Llorona
2019-04-21,1,Ma cosa ci dice il cervello
2019-04-21,1,Birthday
2019-04-21,1,Serial  Weddings 2
2019-04-21,1,P Storm
2019-04-21,1,Dumbo
2019-04-21,1,After
2019-04-21,1,I Can Quit Whenever I Want
2019-04-21,1,Breakthrough
2019-04-21,1,Shazam!
2019-04-21,1,The Curse of La Llorona
2019-04-21,1,Us
2019-04-28,1,Avengers: Endgame
2019-04-28,1,Avengers: Endgame †
2019-04-28,1,Serial  Weddings 2
2019-04-28,1,Five Feet Apart
2019-05-01,1,Avengers: Endgame
2019-05-05,1,Avengers: Endgame
2019-05-05,1,Avengers: Endgame †
2019-05-05,1,Little
2019-05-12,1,Detective Pikachu
2019-05-12,1,The Hustle
2019-05-12,1,Avengers: Endgame †
2019-05-12,1,Pokémon Detective Pikachu
2019-05-12,1,Avengers: Endgame
2019-05-19,1,Pokémon Detective Pikachu
2019-05-19,1,A Dog's Journey
2019-05-19,1,Avengers: Endgame
2019-05-19,1,John Wick: Chapter 3 - Parabellum
2019-05-19,1,Avengers: Endgame †
2019-05-19,1,John Wick: Chapter 3 – Parabellum
2019-05-19,1,Detective Pikachu
2019-05-19,1,"The Gangster, The Cop, The Devil"
2019-05-26,1,John Wick: Chapter 3 – Parabellum
2019-05-26,1,A Dog's Journey
2019-05-26,1,Aladdin
2019-06-02,1,Aladdin
2019-06-02,1,Parasite
2019-06-02,1,A Dog's Journey
2019-06-02,1,Godzilla: King of the Monsters
2019-06-02,1,Rocketman
2019-06-09,1,The Secret Life of Pets 2
2019-06-09,1,Dark Phoenix
2019-06-09,1,A Dog's Journey
2019-06-09,1,Pokémon Detective Pikachu
2019-06-09,1,Rocketman
2019-06-09,1,Aladdin
2019-06-09,1,X-Men: Dark Phoenix
2019-06-09,1,Parasite
2019-06-16,1,Dark Phoenix
2019-06-16,1,Aladdin
2019-06-16,1,The Secret Life of Pets 2
2019-06-16,1,Men in Black: International
2019-06-17,1,Aladdin
2019-06-23,1,Toy Story 4 †
2019-06-23,1,The Secret Life of Pets 2
2019-06-23,1,Men in Black: International
2019-06-23,1,Spirited Away
2019-06-23,1,Aladdin
2019-06-23,1,Toy Story 4
2019-06-23,1,The Professor
2019-06-30,1,Toy Story 4
2019-06-30,1,Aladdin
2019-06-30,1,The Secret Life of Pets 2
2019-06-30,1,Annabelle Comes Home
2019-06-30,1,Toy Story 4 †
2019-06-30,1,Men in Black: International
2019-06-30,1,Spider-Man: Far From Home
2019-07-07,1,Annabelle Comes Home
2019-07-07,1,Spider-Man: Far From Home
2019-07-07,1,The White Storm 2 - Drug Lords
2019-07-09,1,Toy Story 4 †
2019-07-14,1,Spider-Man: Far From Home
2019-07-14,1,Toy Story 4 †
2019-07-14,1,Annabelle Comes Home
2019-07-14,1,The Lion King
2019-07-21,1,Spider-Man: Far From Home
2019-07-21,1,The Lion King †
2019-07-21,1,Two Blue Stripes
2019-07-21,1,The Lion King
2019-07-21,1,Looking Up
2019-07-24,1,The Lion King
2019-07-28,1,Ne Zha †
2019-07-28,1,Two Blue Stripes
2019-07-28,1,The Lion King †
2019-07-28,1,Spider-Man: Far From Home
2019-07-28,1,Men in Black: International
2019-07-28,1,The Lion King
2019-08-04,1,Fast & Furious Presents: Hobbs & Shaw
2019-08-04,1,Exit
2019-08-04,1,Hobbs & Shaw
2019-08-04,1,The Lion King †
2019-08-04,1,Ne Zha †
2019-08-04,1,The Lion King
2019-08-04,1,Men in Black: International
2019-08-11,1,The Lion King
2019-08-11,1,Exit
2019-08-11,1,Ne Zha †
2019-08-11,1,Fast & Furious Presents: Hobbs & Shaw
2019-08-11,1,Hobbs & Shaw
2019-08-11,1,The Lion King †
2019-08-11,1,The Secret Life of Pets 2
2019-08-18,1,This Earth of Mankind
2019-08-18,1,Hobbs & Shaw
2019-08-18,1,Once Upon a Time in Hollywood
2019-08-18,1,Good Boys
2019-08-18,1,Nada a Perder 2
2019-08-18,1,The Lion King
2019-08-18,1,Fast & Furious Presents: Hobbs & Shaw
2019-08-18,1,Crawl
2019-08-18,1,Scary Stories to Tell in the Dark
2019-08-18,1,Heroic Losers
2019-08-18,1,Ne Zha †
2019-08-25,1,This Earth of Mankind
2019-08-25,1,Metamorphosis
2019-08-25,1,Once Upon a Time in Hollywood
2019-08-25,1,Heroic Losers
2019-08-25,1,Angel Has Fallen
2019-08-25,1,The Lion King †
2019-08-25,1,The Angry Birds Movie 2
2019-08-25,1,Nada a Perder 2
2019-08-25,1,The Lion King
2019-08-25,1,Hobbs & Shaw
2019-09-01,1,La Vie scolaire
2019-09-01,1,The Angry Birds Movie 2
2019-09-01,1,Angel Has Fallen
2019-09-01,1,The Lion King
2019-09-01,1,47 Meters Down: Uncaged
2019-09-01,1,The Lion King †
2019-09-01,1,Heroic Losers
2019-09-01,1,Once Upon a Time in Hollywood
2019-09-01,1,Nada a Perder 2
2019-09-01,1,Hobbs & Shaw
2019-09-01,1,Tune in for Love
2019-09-08,1,The Legend of Hei
2019-09-08,1,The Angry Birds Movie 2
2019-09-08,1,The Lion King
2019-09-08,1,It Chapter Two
2019-09-08,1,La Vie scolaire
2019-09-15,1,Yesterday
2019-09-15,1,Jade Dynasty
2019-09-15,1,Angel Has Fallen
2019-09-15,1,It Chapter Two
2019-09-15,1,The Bad Guys: Reign of Chaos
2019-09-15,1,Downton Abbey
2019-09-22,1,One Piece: Stampede
2019-09-22,1,Once Upon a Time in Hollywood
2019-09-22,1,The Bad Guys: Reign of Chaos
2019-09-22,1,Ad Astra
2019-09-22,1,Tod@s Caen
2019-09-22,1,It Chapter Two
2019-09-22,1,Friend Zone
2019-09-22,1,Downton Abbey
2019-09-22,1,Hayya: The Power of Love 2
2019-09-22,1,Yesterday
2019-09-29,1,Ride Like a Girl
2019-09-29,1,Nothing to Lose 2
2019-09-29,1,Ad Astra
2019-09-29,1,One Piece: Stampede
2019-09-29,1,Rambo: Last Blood
2019-09-29,1,Hustlers
2019-09-29,1,The Battle of Jangsari
2019-09-29,1,Once Upon a Time in Hollywood
2019-09-29,1,Abominable
2019-09-29,1,While at War
2019-09-29,1,The Captain
2019-09-29,1,Danur 3: Sunyaruri
2019-09-29,1,La Vie scolaire
2019-09-29,1,Good Boys
2019-10-06,1,The Captain
2019-10-06,1,Joker
2019-10-06,1,Abominable
2019-10-06,1,Gemini Man
2019-10-13,1,Joker
2019-10-13,1,Abominable
2019-10-13,1,The Captain
2019-10-20,1,Maleficent: Mistress of Evil
2019-10-20,1,Joker
2019-10-20,1,Abominable
2019-10-27,1,Maleficent: Mistress of Evil
2019-10-27,1,Better Days
2019-10-27,1,Kim Ji-young: Born 1982
2019-10-27,1,The Addams Family
2019-10-27,1,Joker
2019-10-27,1,Terminator: Dark Fate
2019-11-03,1,Better Days
2019-11-03,1,Das perfekte Geheimnis
2019-11-03,1,The Addams Family
2019-11-03,1,Maleficent: Mistress of Evil
2019-11-03,1,Joker
2019-11-03,1,Terminator: Dark Fate
2019-11-10,1,The Divine Move 2: The Wrathful
2019-11-10,1,Joker
2019-11-10,1,Last Christmas
2019-11-10,1,The Addams Family
2019-11-10,1,Das perfekte Geheimnis
2019-11-10,1,Better Days
2019-11-10,1,Terminator: Dark Fate
2019-11-10,1,Jojo Rabbit
2019-11-10,1,Hustlers
2019-11-10,1,Midway
2019-11-10,1,Maleficent: Mistress of Evil
2019-11-10,1,La Belle Époque
2019-11-17,1,Charlie's Angels
2019-11-17,1,Jojo Rabbit
2019-11-17,1,Maleficent: Mistress of Evil
2019-11-17,1,Da Yue Zai Dong Ji
2019-11-17,1,An Officer and a Spy
2019-11-17,1,Black Money
2019-11-17,1,Das perfekte Geheimnis
2019-11-17,1,Terminator: Dark Fate
2019-11-17,1,Necromancer 2020
2019-11-17,1,Joker
2019-11-17,1,If I Were Rich
2019-11-17,1,The Addams Family
2019-11-17,1,Ford v Ferrari
2019-11-24,1,Frozen 2
2019-11-24,1,Jojo Rabbit
2019-11-24,1,Frozen II
2019-11-24,1,Maleficent: Mistress of Evil
2019-11-24,1,"Cetto c'è, senzadubbiamente"
2019-11-24,1,Ford v Ferrari
2019-11-24,1,Joker
2019-11-24,1,47 Meters Down: Uncaged
2019-12-01,1,Frozen II
2019-12-01,1,47 Meters Down: Uncaged
2019-12-01,1,Last Christmas
2019-12-01,1,Maleficent: Mistress of Evil
2019-12-01,1,Frozen 2
2019-12-08,1,Knives Out
2019-12-08,1,Maleficent: Mistress of Evil
2019-12-08,1,Tootsies & The Fake
2019-12-08,1,Frozen 2
2019-12-08,1,Jumanji: The Next Level
2019-12-15,1,Frozen 2
2019-12-15,1,Sheep Without a Shepherd
2019-12-15,1,Jumanji: The Next Level
2019-12-15,1,Tootsies & The Fake
2019-12-15,1,Knives Out
2019-12-22,1,Ip Man 4: The Finale
2019-12-22,1,Ashfall
2019-12-22,1,Last Christmas
2019-12-22,1,Star Wars: The Rise of Skywalker
2019-12-29,1,Ashfall
2019-12-29,1,My Mom Is a Character 3
2019-12-29,1,Star Wars: The Rise of Skywalker
2019-12-29,1,Jumanji: The Next Level
2019-12-29,1,5GANG: Another Kind of Christmas
2019-12-29,1,Habibie & Ainun 3
2019-12-29,1,Ip Man 4: The Finale
2020-01-05,1,Adoring
2020-01-05,1,5Gang: Another Kind of Christmas
2020-01-05,1,Imperfect
2020-01-05,1,Ashfall
2020-01-05,1,Tolo Tolo †
2020-01-05,1,Jumanji: The Next Level †
2020-01-05,1,Frozen II †
2020-01-05,1,Frozen II
2020-01-05,1,Tobulas pasimatymas †
2020-01-05,1,Star Wars: The Rise of Skywalker
2020-01-05,1,Jumanji: The Next Level
2020-01-12,1,Knives Out
2020-01-12,1,Like a Boss
2020-01-12,1,My Mom Is a Character 3 †
2020-01-12,1,Tolo Tolo †
2020-01-12,1,Tobulas pasimatymas †
2020-01-12,1,Jumanji: The Next Level †
2020-01-12,1,One Day We'll Talk About Today
2020-01-12,1,Jumanji: The Next Level
2020-01-12,1,Star Wars: The Rise of Skywalker
2020-01-12,1,Adoring
2020-01-12,1,Dolittle
2020-01-12,1,1917 †
2020-01-12,1,1917
2020-01-19,1,1917 †
2020-01-19,1,Secret Zoo
2020-01-19,1,Hammamet
2020-01-19,1,Tobulas pasimatymas †
2020-01-19,1,Frozen II †
2020-01-19,1,1917
2020-01-19,1,Bad Boys for Life
2020-01-19,1,Sheep Without a Shepherd
2020-01-19,1,Dolittle
2020-01-19,1,Jumanji: The Next Level
2020-01-19,1,Bad Boys for Life †
2020-01-26,1,Bad Boys for Life
2020-01-26,1,Akhir Kisah Cinta Si Doel
2020-01-26,1,Jumanji: The Next Level
2020-01-26,1,1917
2020-01-26,1,Dolittle
2020-01-26,1,The Man Standing Next †
2020-01-26,1,Spies in Disguise
2020-01-26,1,Bad Boys for Life †
2020-01-26,1,Frozen II †
2020-02-02,1,El robo del siglo
2020-02-02,1,Bad Boys for Life
2020-02-02,1,Akhir Kisah Cinta Si Doel
2020-02-02,1,Dolittle
2020-02-02,1,Importinis jaunikis
2020-02-02,1,1917
2020-02-02,1,Knives Out
2020-02-02,1,Bad Boys for Life †
2020-02-02,1,The Man Standing Next †
2020-02-09,1,Bad Boys for Life
2020-02-09,1,Birds of Prey
2020-02-09,1,Importinis jaunikis
2020-02-09,1,Dolittle
2020-02-09,1,Fighting with My Family
2020-02-09,1,The Closet
2020-02-09,1,El robo del siglo
2020-02-16,1,The Grudge
2020-02-16,1,Milea †
2020-02-16,1,Birds of Prey
2020-02-16,1,Low Season
2020-02-16,1,Importinis jaunikis
2020-02-16,1,Bad Boys for Life
2020-02-16,1,Sonic the Hedgehog
2020-02-16,1,Box office closed due to the COVID-19 pandemic.
2020-02-16,1,Honest Candidate
2020-02-23,1,Miami Bici
2020-02-23,1,Sonic the Hedgehog
2020-02-23,1,Beasts Clawing at Straws
2020-02-23,1,Box office closed due to the COVID-19 pandemic.
2020-02-23,1,Gli anni più belli
2020-02-23,1,No box office data for the weekend of 23 February 2020.
2020-02-23,1,Milea †
2020-02-23,1,Bad Boys for Life
2020-02-23,1,Pee Nak 2
2020-02-23,1,The Call of the Wild
2020-03-01,1,The Invisible Man
2020-03-01,1,The Call of the Wild
2020-03-01,1,Bad Boys for Life
2020-03-01,1,Peggy Sue Got Married
2020-03-01,1,Miami Bici
2020-03-01,1,No box office data for the weekend of 1 March 2020.
2020-03-01,1,Gli anni più belli
2020-03-01,1,Sonic the Hedgehog
2020-03-01,1,Box office closed due to the COVID-19 pandemic.
2020-03-08,1,The Invisible Man
2020-03-08,1,Miami Bici
2020-03-08,1,Onward
2020-03-08,1,Bloodshot
2020-03-08,1,Box office closed due to the COVID-19 pandemic.
2020-03-08,1,#FriendbutMarried2
2020-03-08,1,Hidden Away
2020-03-15,1,Italian cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-03-15,1,My Spy
2020-03-15,1,Box office closed due to the COVID-19 pandemic.
2020-03-15,1,The Invisible Man
2020-03-15,1,Onward
2020-03-15,1,No box office data for the weekend of March 15 2020.
2020-03-15,1,How to Be a Good Wife
2020-03-15,1,Bloodshot
2020-03-22,1,Italian cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-03-22,1,Colombian cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-03-22,1,No box office data for the weekend of March 22 2020.
2020-03-22,1,Mariposa
2020-03-22,1,"Veinteañera, Divorciada y Fantástica"
2020-03-22,1,Box office closed due to the COVID-19 pandemic.
2020-03-22,1,French cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-03-22,1,—N/a
2020-03-22,1,The Invisible Man
2020-03-22,1,For these weekends box office reporting was suspended due to the COVID-19 pandemic.
2020-03-22,1,Spanish cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-03-22,1,"Phoenix, Oregon"
2020-03-22,1,Bloodshot
2020-03-29,1,French cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-03-29,1,—N/a
2020-03-29,1,Italian cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-03-29,1,Indonesian cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-03-29,1,Spanish cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-03-29,1,No box office data for the weekend of March 29 2020.
2020-03-29,1,Judy
2020-03-29,1,Colombian cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-03-29,1,Theaters closed due to the COVID-19 pandemic.
2020-03-29,1,Box office closed due to the COVID-19 pandemic.
2020-03-29,1,New Zealand cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-03-29,1,Strike
2020-04-05,1,No box office data for the weekend of April 5 2020.
2020-04-05,1,Theaters closed due to the COVID-19 pandemic.
2020-04-05,1,Spanish cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-04-05,1,New Zealand cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-04-05,1,Italian cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-04-05,1,—N/a
2020-04-05,1,Ip Man 4: The Finale
2020-04-05,1,Colombian cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-04-05,1,French cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-04-05,1,Box office closed due to the COVID-19 pandemic.
2020-04-05,1,"Phoenix, Oregon"
2020-04-12,1,"Phoenix, Oregon"
2020-04-12,1,—N/a
2020-04-12,1,Italian cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-04-12,1,Box office closed due to the COVID-19 pandemic.
2020-04-12,1,No box office data for the weekend of April 12 2020.
2020-04-12,1,Theaters closed due to the COVID-19 pandemic.
2020-04-12,1,Colombian cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-04-12,1,Spanish cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-04-12,1,New Zealand cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-04-12,1,1917
2020-04-12,1,French cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-04-19,1,Italian cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-04-19,1,Box office closed due to the COVID-19 pandemic.
2020-04-19,1,Spanish cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-04-19,1,La La Land
2020-04-19,1,—N/a
2020-04-19,1,French cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-04-19,1,No box office data for the weekend of April 19 2020.
2020-04-19,1,Colombian cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-04-19,1,Resistance
2020-04-19,1,New Zealand cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-04-19,1,Theaters closed due to the COVID-19 pandemic.
2020-04-26,1,Box office closed due to the COVID-19 pandemic.
2020-04-26,1,Italian cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-04-26,1,French cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-04-26,1,Spanish cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-04-26,1,—N/a
2020-04-26,1,La La Land
2020-04-26,1,New Zealand cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-04-26,1,True History of the Kelly Gang
2020-04-26,1,Colombian cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-04-26,1,Theaters closed due to the COVID-19 pandemic.
2020-04-26,1,No box office data for the weekend of April 26 2020.
2020-05-03,1,Colombian cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-05-03,1,Italian cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-05-03,1,No box office data for the weekend of May 3 2020.
2020-05-03,1,New Zealand cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-05-03,1,French cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-05-03,1,Box office closed due to the COVID-19 pandemic.
2020-05-03,1,Trolls World Tour
2020-05-03,1,Theaters closed due to the COVID-19 pandemic.
2020-05-03,1,Spanish cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-05-03,1,—N/a
2020-05-03,1,The Wretched
2020-05-10,1,New Zealand cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-05-10,1,Spanish cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-05-10,1,A Rainy Day in New York
2020-05-10,1,—N/a
2020-05-10,1,Theaters closed due to the COVID-19 pandemic.
2020-05-10,1,Colombian cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-05-10,1,The Wretched
2020-05-10,1,Italian cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-05-10,1,French cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-05-10,1,Box office closed due to the COVID-19 pandemic.
2020-05-10,1,No box office data for the weekend of May 10 2020.
2020-05-17,1,French cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-05-17,1,Escape from Pretoria
2020-05-17,1,The Wretched
2020-05-17,1,Box office closed due to the COVID-19 pandemic.
2020-05-17,1,New Zealand cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-05-17,1,Colombian cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-05-17,1,Italian cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-05-17,1,Theaters closed due to the COVID-19 pandemic.
2020-05-17,1,Spanish cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-05-17,1,No box office data for the weekend of May 17 2020.
2020-05-17,1,—N/a
2020-05-24,1,Italian cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-05-24,1,Spanish cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-05-24,1,—N/a
2020-05-24,1,French cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-05-24,1,Colombian cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-05-24,1,Box office closed due to the COVID-19 pandemic.
2020-05-24,1,The Wretched
2020-05-24,1,No box office data for the weekend of May 24 2020.
2020-05-24,1,Theaters closed due to the COVID-19 pandemic.
2020-05-24,1,New Zealand cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-05-24,1,The Greatest Showman
2020-05-31,1,Colombian cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-05-31,1,Box office closed due to the COVID-19 pandemic.
2020-05-31,1,New Zealand cinemas closed and box office reporting suspended due to the COVID-19 pandemic
2020-05-31,1,French cinemas closed and box office reporting suspended due to the COVID-19 pandemic
